TIME,germany,spain,uk
1997-01-01,0.019559508438719675,0.005951314108394001,0.021178588086208094
1997-04-01,0.01976913126272528,0.009847589384975208,0.029468492614457276
1997-07-01,0.017315148556903637,0.0049960336237031555,0.031761058591945
1997-10-01,0.018848783248593293,0.01838453289131259,0.039458777499906006
1998-01-01,0.03291243448137138,0.012328445185938008,0.0373150169243015
1998-04-01,0.015792239764834903,0.007461271365430733,0.03313479178580181
1998-07-01,0.014581922748639897,0.009230460335004409,0.03278167462159054
1998-10-01,0.007268573076977702,-0.005069295382920558,0.029702646580975767
1999-01-01,0.007434982442999782,-0.005065659800868261,0.02875857698213835
1999-04-01,0.01236569332752957,0.0032038192275098965,0.02407129278436848
1999-07-01,0.020243948237315124,0.0016809865831000081,0.03340642846899122
1999-10-01,0.03290470604183149,0.006836718161800093,0.036207375474848646
2000-01-01,0.034084508798875035,0.016009365616806548,0.042294555815797
2000-04-01,0.04257739561151652,0.006626817878890634,0.04682325637131157
2000-07-01,0.030300839846974625,0.00507165752704708,0.0347991019721583
2000-10-01,0.019088095869335575,0.0032052380579283835,0.025485285338614716
2001-01-01,0.025607742420534763,-0.010386067848715541,0.025532135098107034
2001-04-01,0.016385701583361723,-0.01214309220841514,0.02611047586669102
2001-07-01,0.015014548590814414,-0.011621007846601472,0.02859347355263253
2001-10-01,0.015861368403641052,-0.015040378573536017,0.028557352104959577
2002-01-01,-0.00406089405779575,-0.013365419241763377,0.02134706157662869
2002-04-01,-0.0023359666653064437,-0.00938370258919008,0.02186466047041158
2002-07-01,0.005499306713486973,-0.012618853686674925,0.02495122129421823
2002-10-01,0.0016366476876310543,-0.008071272812967933,0.030265023931118407
2003-01-01,-0.007221266423623973,0.0002676090278725951,0.03333730869685603
2003-04-01,-0.009371726992052132,-6.902345909054475e-05,0.03433544161934954
2003-07-01,-0.009218383249349316,0.004687319257863365,0.032564916585283044
2003-10-01,-0.0035182057950073897,0.006967751356716789,0.031086448366714592
2004-01-01,0.008729369274790955,-0.0009918087218920846,0.030790398733589797
2004-04-01,0.011841901275081668,0.000817786363194628,0.027083484155093984
2004-07-01,0.00514367579784647,0.0031149765605515967,0.021570300284473376
2004-10-01,0.0022303773245742065,-0.00372513462137114,0.018994032206009592
2005-01-01,0.0007531160217144617,0.004133338282388266,0.019075790549383242
2005-04-01,0.0039607331451563255,0.0054165027940644705,0.02443119282817996
2005-07-01,0.01365955244890138,0.001836754824338982,0.032348533592031714
2005-10-01,0.016506530535171038,0.010060791779944012,0.04194401938715053
2006-01-01,0.02778841272494148,0.006795831075471881,0.038766364752824245
2006-04-01,0.03701985925181184,0.004670587153800199,0.030955984033145256
2006-07-01,0.0387721033533186,0.00552187139070881,0.0221229363458324
2006-10-01,0.04834746729142303,0.00044862434318382327,0.013542858375489075
2007-01-01,0.043095505607874784,-0.0009320215530959075,0.019510355377336808
2007-04-01,0.03430657012566485,-0.003435320273405651,0.022631099867160387
2007-07-01,0.03289507667519587,-0.005618586292211347,0.028958028577717343
2007-10-01,0.02307863957541123,-0.005531813390099671,0.03092687978035258
2008-01-01,0.027106578876869847,-0.01057488519837868,0.023804852531174703
2008-04-01,0.01738204725079484,-0.015831590467216827,0.01220179922183462
2008-07-01,0.00533808024584026,-0.029627643551449978,-0.01237445848717833
2008-10-01,-0.017734659531370767,-0.047570102098056566,-0.042843353743409196
2009-01-01,-0.07174649235172303,-0.06254511897614101,-0.06115300693720016
2009-04-01,-0.06837705865518906,-0.06528368378996596,-0.05761715293291303
2009-07-01,-0.0588094730308768,-0.045230340096916066,-0.039111644071065044
2009-10-01,-0.029972689675027198,-0.01692141577469286,-0.012797600530449316
2010-01-01,0.023375308815680285,0.022808730095817964,0.006709912200328461
2010-04-01,0.04270370814784741,0.04470112668780857,0.016763416535656717
2010-07-01,0.04475160881271201,0.043761150899134904,0.02009492830620374
2010-10-01,0.04356869285653886,0.03486605855632163,0.017515671621312734
2011-01-01,0.05425320542309642,0.008750271898437134,0.021272154117932374
2011-04-01,0.035934923797976026,-0.009596084531576565,0.016667667272683317
2011-07-01,0.0320976420186021,-0.017054223293822446,0.019808256788255818
2011-10-01,0.023976985229396064,-0.022960174720061843,0.020381625081979493
2012-01-01,0.009383065777456068,-0.020189672197357567,0.0151416766405017
2012-04-01,0.008215894668273549,-0.016698943954665424,0.009962664128504883
2012-07-01,0.0057901406642546505,-0.01505708446752152,0.011936871929524528
2012-10-01,0.0011803667946015395,-0.014116596623132693,0.00986371201689451
2013-01-01,-0.005392430048585695,-0.005319284700815885,0.014226904977711285
2013-04-01,0.003066533651056247,0.0034843266545312446,0.021933590945700132
2013-07-01,0.005160935069383754,0.012231067025538778,0.021153949253264415
2013-10-01,0.013295892884476856,0.028614156503994792,0.02806487816897274
2014-01-01,0.02312064250948964,0.03146436048093193,0.027601596305117937
2014-04-01,0.013519281583391773,0.033304916770944715,0.030974063812459818
2014-07-01,0.011680930362832243,0.03214088783930791,0.028105731083650554
2014-10-01,0.014550807477982985,0.024367865169862668,0.029223136922928106
2015-01-01,0.010885043902833402,0.021967559518865087,0.026783844186912376
2015-04-01,0.015827990289947635,0.019515394761659977,0.02399096455474492
2015-07-01,0.017095953549000953,0.016181982869079903,0.022299905175326984
